[17-Oct-2014 23:11:45 America/New_York] PHP Parse error:  syntax error, unexpected 'f4b7f82db3e9bd1' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[25-Oct-2014 15:35:21 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[25-Oct-2014 15:35:21 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[25-Oct-2014 18:12:13 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[25-Oct-2014 18:12:13 America/New_York] PHP Stack trace:
[25-Oct-2014 18:12:13 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[25-Oct-2014 18:12:13 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[25-Oct-2014 18:12:13 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[25-Oct-2014 18:12:13 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[25-Oct-2014 18:12:13 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[25-Oct-2014 18:12:13 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[25-Oct-2014 18:12:13 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[25-Oct-2014 18:12:13 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[25-Oct-2014 18:12:13 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[25-Oct-2014 18:12:13 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[25-Oct-2014 18:14:13 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[25-Oct-2014 18:14:13 America/New_York] PHP Stack trace:
[25-Oct-2014 18:14:13 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[25-Oct-2014 18:14:13 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[25-Oct-2014 18:14:13 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[25-Oct-2014 18:14:13 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[25-Oct-2014 18:14:13 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[25-Oct-2014 18:14:13 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[25-Oct-2014 18:14:13 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[25-Oct-2014 18:14:13 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[25-Oct-2014 18:14:13 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[25-Oct-2014 18:14:13 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[25-Oct-2014 18:14:13 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[25-Oct-2014 18:14:13 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[25-Oct-2014 18:14:13 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[25-Oct-2014 18:14:13 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[25-Oct-2014 18:14:13 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[25-Oct-2014 18:14:13 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[25-Oct-2014 18:14:13 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[25-Oct-2014 18:14:13 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[26-Oct-2014 00:04:00 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[26-Oct-2014 00:04:02 America/New_York] PHP Stack trace:
[26-Oct-2014 00:04:02 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[26-Oct-2014 00:04:02 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[26-Oct-2014 00:04:02 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[26-Oct-2014 00:04:02 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[26-Oct-2014 00:04:02 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[26-Oct-2014 00:04:02 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[26-Oct-2014 00:04:02 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[26-Oct-2014 00:04:02 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[26-Oct-2014 00:04:02 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[26-Oct-2014 00:04:02 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[28-Oct-2014 05:15:45 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[28-Oct-2014 05:15:45 America/New_York] PHP Stack trace:
[28-Oct-2014 05:15:45 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[28-Oct-2014 05:15:45 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[28-Oct-2014 05:15:45 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[28-Oct-2014 05:15:45 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[28-Oct-2014 05:15:45 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[28-Oct-2014 05:15:45 America/New_York] PHP   6. block_page_build() /var/www/drupal_7/includes/common.inc:5747
[28-Oct-2014 05:15:45 America/New_York] PHP   7. block_get_blocks_by_region() /var/www/drupal_7/modules/block/block.module:268
[28-Oct-2014 05:15:45 America/New_York] PHP   8. block_list() /var/www/drupal_7/modules/block/block.module:318
[28-Oct-2014 05:15:45 America/New_York] PHP   9. _block_render_blocks() /var/www/drupal_7/modules/block/block.module:686
[28-Oct-2014 05:15:45 America/New_York] PHP  10. module_invoke() /var/www/drupal_7/modules/block/block.module:893
[28-Oct-2014 05:15:45 America/New_York] PHP  11. call_user_func_array() /var/www/drupal_7/includes/module.inc:866
[28-Oct-2014 05:15:45 America/New_York] PHP  12. system_block_view() /var/www/drupal_7/includes/module.inc:866
[28-Oct-2014 05:15:45 America/New_York] PHP  13. menu_get_active_help() /var/www/drupal_7/modules/system/system.module:2088
[28-Oct-2014 05:15:45 America/New_York] PHP  14. menu_tab_root_path() /var/www/drupal_7/includes/menu.inc:1710
[28-Oct-2014 05:15:45 America/New_York] PHP  15. menu_local_tasks() /var/www/drupal_7/includes/menu.inc:2254
[28-Oct-2014 05:15:45 America/New_York] PHP  16. menu_get_item() /var/www/drupal_7/includes/menu.inc:1919
[28-Oct-2014 05:15:45 America/New_York] PHP  17. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[28-Oct-2014 05:15:45 America/New_York] PHP  18. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[28-Oct-2014 05:15:45 America/New_York] PHP  19. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[28-Oct-2014 05:15:45 America/New_York] PHP  20. php_eval() /var/www/drupal_7/includes/menu.inc:637
[28-Oct-2014 05:17:36 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[28-Oct-2014 05:17:36 America/New_York] PHP Stack trace:
[28-Oct-2014 05:17:36 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[28-Oct-2014 05:17:36 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[28-Oct-2014 05:17:36 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[28-Oct-2014 05:17:36 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[28-Oct-2014 05:17:36 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[28-Oct-2014 05:17:36 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[28-Oct-2014 05:17:36 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[28-Oct-2014 05:17:36 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[28-Oct-2014 05:17:36 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[28-Oct-2014 05:17:36 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[28-Oct-2014 08:36:01 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[28-Oct-2014 08:36:01 America/New_York] PHP Stack trace:
[28-Oct-2014 08:36:01 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[28-Oct-2014 08:36:01 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[28-Oct-2014 08:36:01 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[28-Oct-2014 08:36:01 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[28-Oct-2014 08:36:01 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[28-Oct-2014 08:36:01 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[28-Oct-2014 08:36:01 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[28-Oct-2014 08:36:01 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[28-Oct-2014 08:36:01 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[28-Oct-2014 08:36:01 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[28-Oct-2014 08:36:01 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[28-Oct-2014 08:36:01 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[28-Oct-2014 08:36:01 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[28-Oct-2014 08:36:01 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[28-Oct-2014 08:36:01 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[28-Oct-2014 08:36:01 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[28-Oct-2014 08:36:01 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[28-Oct-2014 08:36:01 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[28-Oct-2014 14:20:25 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[28-Oct-2014 14:20:25 America/New_York] PHP Stack trace:
[28-Oct-2014 14:20:25 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[28-Oct-2014 14:20:25 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[28-Oct-2014 14:20:25 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[28-Oct-2014 14:20:25 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[28-Oct-2014 14:20:25 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[28-Oct-2014 14:20:25 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[28-Oct-2014 14:20:25 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[28-Oct-2014 14:20:25 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[28-Oct-2014 14:20:25 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[28-Oct-2014 14:20:25 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[28-Oct-2014 14:20:25 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[28-Oct-2014 14:20:25 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[28-Oct-2014 14:20:25 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[28-Oct-2014 14:20:25 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[28-Oct-2014 14:20:25 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[28-Oct-2014 14:20:25 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[28-Oct-2014 14:20:25 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[28-Oct-2014 14:20:25 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[28-Oct-2014 15:21:39 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[28-Oct-2014 15:21:39 America/New_York] PHP Stack trace:
[28-Oct-2014 15:21:39 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[28-Oct-2014 15:21:39 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[28-Oct-2014 15:21:39 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[28-Oct-2014 15:21:39 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[28-Oct-2014 15:21:39 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[28-Oct-2014 15:21:39 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[28-Oct-2014 15:21:39 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[28-Oct-2014 15:21:39 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[28-Oct-2014 15:21:39 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[28-Oct-2014 15:21:39 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[29-Oct-2014 01:30:49 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[29-Oct-2014 01:30:49 America/New_York] PHP Stack trace:
[29-Oct-2014 01:30:49 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[29-Oct-2014 01:30:49 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[29-Oct-2014 01:30:49 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[29-Oct-2014 01:30:49 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[29-Oct-2014 01:30:49 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[29-Oct-2014 01:30:49 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[29-Oct-2014 01:30:49 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[29-Oct-2014 01:30:49 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[29-Oct-2014 01:30:49 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[29-Oct-2014 01:30:49 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[29-Oct-2014 01:30:49 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[29-Oct-2014 01:30:49 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[29-Oct-2014 01:30:49 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[29-Oct-2014 01:30:49 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[29-Oct-2014 01:30:49 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[29-Oct-2014 01:30:49 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[29-Oct-2014 01:30:49 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[29-Oct-2014 01:30:49 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[29-Oct-2014 01:54:24 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[29-Oct-2014 01:54:24 America/New_York] PHP Stack trace:
[29-Oct-2014 01:54:24 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[29-Oct-2014 01:54:24 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[29-Oct-2014 01:54:24 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[29-Oct-2014 01:54:24 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[29-Oct-2014 01:54:24 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[29-Oct-2014 01:54:24 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[29-Oct-2014 01:54:24 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[29-Oct-2014 01:54:24 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[29-Oct-2014 01:54:24 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[29-Oct-2014 01:54:24 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[29-Oct-2014 01:54:24 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[29-Oct-2014 01:54:24 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[29-Oct-2014 01:54:24 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[29-Oct-2014 01:54:24 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[29-Oct-2014 01:54:24 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[29-Oct-2014 01:54:24 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[29-Oct-2014 01:54:24 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[29-Oct-2014 01:54:24 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[29-Oct-2014 07:49:12 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[29-Oct-2014 07:49:12 America/New_York] PHP Stack trace:
[29-Oct-2014 07:49:12 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[29-Oct-2014 07:49:12 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[29-Oct-2014 07:49:12 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[29-Oct-2014 07:49:12 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[29-Oct-2014 07:49:12 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[29-Oct-2014 07:49:12 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[29-Oct-2014 07:49:12 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[29-Oct-2014 07:49:12 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[29-Oct-2014 07:49:12 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[29-Oct-2014 07:49:12 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[29-Oct-2014 07:49:12 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[29-Oct-2014 07:49:12 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[29-Oct-2014 07:49:12 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[29-Oct-2014 07:49:12 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[29-Oct-2014 07:49:12 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[29-Oct-2014 07:49:12 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[29-Oct-2014 07:49:12 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[29-Oct-2014 07:49:12 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[29-Oct-2014 07:49:13 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[29-Oct-2014 07:49:13 America/New_York] PHP Stack trace:
[29-Oct-2014 07:49:13 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[29-Oct-2014 07:49:13 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[29-Oct-2014 07:49:13 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[29-Oct-2014 07:49:13 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[29-Oct-2014 07:49:13 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[29-Oct-2014 07:49:13 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[29-Oct-2014 07:49:13 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[29-Oct-2014 07:49:13 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[29-Oct-2014 07:49:13 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[29-Oct-2014 07:49:13 America/New_York] PHP  10. php_eval() /var/www/drupal_7/includes/menu.inc:637
[29-Oct-2014 23:39:30 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[29-Oct-2014 23:39:30 America/New_York] PHP Stack trace:
[29-Oct-2014 23:39:30 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[29-Oct-2014 23:39:30 America/New_York] PHP   2. menu_execute_active_handler() /var/www/drupal_7/index.php:21
[29-Oct-2014 23:39:30 America/New_York] PHP   3. drupal_deliver_page() /var/www/drupal_7/includes/menu.inc:532
[29-Oct-2014 23:39:30 America/New_York] PHP   4. drupal_deliver_html_page() /var/www/drupal_7/includes/common.inc:2557
[29-Oct-2014 23:39:30 America/New_York] PHP   5. drupal_render_page() /var/www/drupal_7/includes/common.inc:2669
[29-Oct-2014 23:39:30 America/New_York] PHP   6. drupal_render() /var/www/drupal_7/includes/common.inc:5760
[29-Oct-2014 23:39:30 America/New_York] PHP   7. theme() /var/www/drupal_7/includes/common.inc:5898
[29-Oct-2014 23:39:30 America/New_York] PHP   8. template_process_page() /var/www/drupal_7/includes/theme.inc:1122
[29-Oct-2014 23:39:30 America/New_York] PHP   9. drupal_get_breadcrumb() /var/www/drupal_7/includes/theme.inc:2602
[29-Oct-2014 23:39:30 America/New_York] PHP  10. menu_get_active_breadcrumb() /var/www/drupal_7/includes/common.inc:259
[29-Oct-2014 23:39:30 America/New_York] PHP  11. menu_get_active_trail() /var/www/drupal_7/includes/menu.inc:2572
[29-Oct-2014 23:39:30 America/New_York] PHP  12. menu_set_active_trail() /var/www/drupal_7/includes/menu.inc:2554
[29-Oct-2014 23:39:30 America/New_York] PHP  13. menu_link_get_preferred() /var/www/drupal_7/includes/menu.inc:2385
[29-Oct-2014 23:39:30 America/New_York] PHP  14. menu_get_item() /var/www/drupal_7/includes/menu.inc:2476
[29-Oct-2014 23:39:30 America/New_York] PHP  15. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[29-Oct-2014 23:39:30 America/New_York] PHP  16. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[29-Oct-2014 23:39:30 America/New_York] PHP  17. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
[29-Oct-2014 23:39:30 America/New_York] PHP  18. php_eval() /var/www/drupal_7/includes/menu.inc:637
[29-Oct-2014 23:39:31 America/New_York] PHP Parse error:  syntax error, unexpected 'dc96a40c7a6715' (T_STRING), expecting ']' in /var/www/drupal_7/modules/php/php.module(80) : eval()'d code on line 1
[29-Oct-2014 23:39:31 America/New_York] PHP Stack trace:
[29-Oct-2014 23:39:31 America/New_York] PHP   1. {main}() /var/www/drupal_7/index.php:0
[29-Oct-2014 23:39:31 America/New_York] PHP   2. drupal_bootstrap() /var/www/drupal_7/index.php:20
[29-Oct-2014 23:39:31 America/New_York] PHP   3. _drupal_bootstrap_full() /var/www/drupal_7/includes/bootstrap.inc:2267
[29-Oct-2014 23:39:31 America/New_York] PHP   4. menu_set_custom_theme() /var/www/drupal_7/includes/common.inc:5155
[29-Oct-2014 23:39:31 America/New_York] PHP   5. menu_get_custom_theme() /var/www/drupal_7/includes/menu.inc:1770
[29-Oct-2014 23:39:31 America/New_York] PHP   6. menu_get_item() /var/www/drupal_7/includes/menu.inc:1755
[29-Oct-2014 23:39:31 America/New_York] PHP   7. _menu_translate() /var/www/drupal_7/includes/menu.inc:472
[29-Oct-2014 23:39:31 America/New_York] PHP   8. _menu_check_access() /var/www/drupal_7/includes/menu.inc:790
[29-Oct-2014 23:39:31 America/New_York] PHP   9. call_user_func_array() /var/www/drupal_7/includes/menu.inc:637
